URL,detail
ttps://tiki.vn/men-tuyet-nin-house-microfiber-p6652303.html?spid=6655019,1
https://tiki.vn/set-100-tui-luoi-loc-rac-bon-rua-chen-p273569921.html?spid=273569922,1
https://tiki.vn/gift-cu-sac-samsung-kem-cap-low-standby-45w-hang-chinh-hang-p276448816.html?spid=276448817,2
https://tka.tiki.vn/pixel/pixel?data=RM8pt9vsoqI3eYubzThDXy1v2LzNoNaoW1QBI6iNNRj6h-HGdNiJTHlt07mrIUvmEzHbMUJJmP-nlWJ7QcNtC5bUzLGhvQNJSvx-8tYDYzy_H7oW64-H5BacByk3jJaXBbb0Od_uFVDRzmgDCrQygtg9lDl2tdRKXfffdXNWiJEtM7NxEkzjpStOhC5C9uXLbWZsa9kfXbxt2JktOzhxhsVWFAwfW3wVZtAcgHJhUkxofh1Ybss14fAmVMb-ax6lswM9Ae5eabBr-W3yqQmae-h5cv0QsPCH7R_aA-yQ0wyc5k3Guoi5WlFEVrMG7FAvs5vh9Qe93DfE1_jiI05AkaZ-AxrDQB3hPvaTRz6CrZ5GqkxuOgaO1inug7mSSZQDt359FouS4UQKI1t-l8ZmLnZbAWJ-Satp84c3avSzdc3RjtI3-NIoQY35DKxc691kiEXZfIs5qOhSYiMUmjL9fLQ3EpZ2p1SX_wBG9D96MJmVyW_x8jIvcXEB-4PBdOJsdGUP9pWFgxZXS8xthQkc_lUTcbnqbyRUJ7Bnvcu-9kdBYJ73e9GjEvHJWcHtwYABgg4knoNcOscnz8Dh_vbbTARPGLt_mttF0af9aZJGiQzPVcf-LDx3GBBZ2yn3oLdTw7zlzQPkvLoQhSbt6-32EXnzBHgdAr0m5XRTvTI6n-3DDus984m_jc4D-XSIiOnlZ-C0ny8arB8CkMvFhtHIb_35p1FDKA3fj5IwvQjenDMsxcp6Z6CAQxlHUnxjUwmjbHKD2AQZxZhb_da2aE2XuBJrU559O9JVAVnw-EYtfr_z_2dIjdn5-4CsdFN7YiiDdrIsmrLXqK1_kXRm2Ljm9Uq5cfpk65EXGVuBhDkD4FYzADISmfOlnDnYV8pe5fMnDGUe9t1cM_zc1fUjT-ufQPoAjsOL772H4RxapPD05mPidxHKBXY0858bwmBh5UbOL-kJ-ZraQraAyDLNASp78bnxe9tlb-Ynww1afzK1fBjUGOWcJWsoXWzmj_K5BURBKs-Fqtyy91OL4N13WanXpGByY945PhZ7tLNgAFrBmJoOBJxdAaU3DBkM5UBs1WZ-RqnRxeNWXpGcyjmqs30wcV9hqtdk4YfBdmktau05kxIYz6HCl_6vnmRu&reqid=cSyKkhqgKZD2sfJw&type=CLICK&pos=5,2
https://tiki.vn/combo-may-doc-sach-all-new-kindle-paperwhite-5-11th-gen-va-bao-da-hang-nhap-khau-p217706932.html?spid=161964625,2
https://tiki.vn/cu-sac-samsung-khong-kem-cap-45w-hang-chinh-hang-p277164766.html?spid=277164767,2
https://tiki.vn/dien-thoai-ai-samsung-galaxy-s24-ultra-camera-200mp-zoom-100x-s-pen-vang-hang-chinh-hang-p273947792.html?spid=273947994,2
https://tka.tiki.vn/pixel/pixel?data=uX2ELi19Gjwm6fYlBZvslnchHOQIFbJmi4nf7hpCO5kxZbaLcOUTFY-SHlbYlQv9W264H1EHVAnYhg8N8hnsACZm2Ue5V9k8prru4RNpKndhv07qG8QXuUKdI9mgt9ua8XkypZ76d6eJRSA3TzA6nUfawZbg1nL2x9UfikC6gyBs5YMVEmUuOvtMWmwrB36DOogrSHWoT2F4VgNpqbIsvj0LEJ25LjR2kw-AtWGrD8IqZB_5j-vWTqqRiVnRiR7k7p886321M6Flyxqqh8xgBCCq8ea7awsoXhcm4YhtvcaPX-LT4fuZJ07i9bnhvjXb5bu0WLkTyBX9puUFCA-73DuXZf1aEAyRry9k1RzCyaIHhPhA_DGpwDZWZ1DNaqplQVJN16eCUiOmBRZTkcUmzjnVQNJtA-zoigd-2EZzwSvj4SZtK85fXfAXlEWN2eiguyfjolOiZ8YVobbbAFHqxBFO2RDPl_jjRC6HhESgAeoqcyYlY_PDbVaqzv1-x5CN9I5H4SfTM-2Wo5yGcuMfmjBhKOPM-CoYT7h6F8boU4xKZdQ89vhON2UhO7Ncq5DKsg1t_gb7DSLZjHhWffzJ8K3s_b4o2fTOdGFhh5F-d_KYyy_xdaSP1HJfHRlZ5gjAforcaZVEtrkLIibM_tc2l33P9c75RvP7JO0WACgjfDeVpxhnVkocUzDW-Uda96OMS0kHEw9Ln4BzPMRFr3c2zm4b86pe8NoBVrGY0iS3ndj5LfcV_1xluaLpCiXYrdSRPcGrmtA315rp7tdgYbcofL2WVdMU--doCiuUt6-PuSgk7t9uB2SkjPGdva2LtGnrQWjeguXDQHoRhIn3CAuSr9Ik56MvOqfE3E_zllJO8M59clKgvPVImfE7Rq5l-LH_pPgYYns6-8xgtT3ywkWX-fap04uLtjwlKFCEIkM9Ttp-L-xDTooQB17hIDLqeDxme9h0yT71vS_Kr8FV6BGsZJKPnXn4cDbh50qDfT3R2gmgKwBQaN81vNwmZd8uEKtZZOvXDprmrnCDZM0iuHKKj-N50lA2QIggdAqaBwO4KVyQcaOXfGReizKy9Ve0ZOdOnIAhYe4ls6MPYcgwrtyBYtBg5OvDsyvpCI0WcGNH1wpfOhP2u-Y265T8FtLn4aytwV_6MVSBqoOdaTA1CUyJrgiXBfEU1syff5Vf5XfQ82d6b_SfcAqKk7JlLdbnep6CFfsv6iM2VtaTJSrQOjCObfC1bPYbV3xw4zn29ismb6hTVDVcaCQi74kv3CO7Q4uEt0oQKK_X5DvsXV8-xpLDhzDeaz8roI3rfCvRvcx9g4W7usnWWiL-Mz3CUgksr2goauXR8DNzOtDkuAj8fCEqF_tMnUypsz_oefby7iYyO_FG4N2ooY_BegVhv4iAhqcbWBsqNC_pFTMrv8lK6Bpvam5Gsw&reqid=OnWydNLLnndXeQ7K&type=CLICK&pos=24,3
https://tiki.vn/sua-bot-frisolac-gold-2-850g-danh-cho-tre-tu-6-12-thang-tuoi-p88924596.html?spid=88924597,3
https://tiki.vn/bo-2-lon-sua-bot-nestle-nan-optipro-plus-4-800g-lon-voi-5hmo-giup-tieu-hoa-tot-p277400812.html?spid=277400817,3
https://tiki.vn/ta-quan-huggies-skin-perfect-xl-super-jumbo-52-6-mieng-voi-2-vung-tham-giam-kich-ung-da-p276950638.html?spid=276950639,3
https://tiki.vn/chieu-bac-ngu-trua-van-phong-tam-tham-trai-lot-bac-gap-gon-cach-nhiet-du-lich-1mx2m-p275428267.html?spid=275428268,3
https://tka.tiki.vn/pixel/pixel?data=cTdZLS9O_N7aEj-B_dHqtY9rkCKa2HOKr5DiH6Ew0W9d4FgBI77gNf9qvbpkiHTeHpesCVgeF9gaubqZjI83FtiCLlGAAvGxhENG40Kw7flidOS6alsv0P-sFEg3gfFKtlntHqdGpzz0D-laykW4D-vvQJJ8dEM5KrCZg5abJ3ifjUq7YgkhzhMmzdkDM8wuRg5YjN_QiFZ66wNFLMv3FL-uViraXPKNVGQOMawdFrwhTZYJWuYR5H-BP3FLkxE5r3o6dyba5PLZdPTFudLUUCd2sHPnjA12QNQEEpmScoIoaBN6N9UQMxepwss6w1vYSCUtTJmDDfZBaOHV-pXL6o1TY0Rdyn0I3ibX1LWDxZmTdtJi5P5XUVbu4jYDasMqvI0FNJsi_IhA_UJP8NTqoTkoOY03i0QtpLZo0axRxfxDY0DtRWhuNSTvhxKoTvrTjZE_Ofcjety8RWdPJlzS6-7jY9PTVDJwgpBlOtLjDyEg3TgmHCr_kFisAxWmmS8qE7R5BQ21Er_3nD1uq5OO13rzIu02cJy2pqwFtrRgrK6ig6fErGRfL0QWsRJwk30F8qn9RyDqNdCNRDhvSfGM12UJf_JCc5Gm10E_2euwqhMVWk0_pnD2XembcrClN7A4cz7y3q1OJRgk7O2iNo9L4uPSPVntfkwB5K1e_TAAWz7y8UWJDBci6lYqkR5Jd3KVZZH35qmtRtbGornHdWHy14TX0JYAhrdX9sohYS1D5alREMcr7bSTGEukH8mcOmP5NTujj0rHCXxLBILBX5C_jSQ3-9_yQhnWaPbsqjV7pkCBSN17PpVQSCUTzVlvh8QLGbDqFv8WDB_rkowhTSDp2SGgi6WsT9QRSUgvnOkKcUICCUUxzbCc1uaX8fYPwv12fvp2IOp60eIvyvKk_QV_YQaWC_kbvXbu-XKgKKQPQOzAIYThQRR5x9ZKqohixKJ4xXCRcI8EYemI0fVbD4xj7ZJFbawphbTWNY7kEjYJTaYZBqTe3lWBm2vlcTNAQWz-2PBI5b9s_wK4ndvvdNwfjmy5dbdPOJyHAUAhaNUlcaH7-syeXl7LeKoZMIDbr3mmBE8IjXlb-xLyxTsHtK7I_6j7FNBdfCFMbmKdk89ff3jl8PNyI-DV6-4k5ZlPEL1Hakh0IPNyms7Mx9AEoUbxSosvOumjEEWUFjId9gr8sIa1kwViTc1XxUqbfyLAjxpH7trxMtvK-6RSuJLUaLyytg7nCuWISKYdLQLJh9I-fxTrNYQL8ZLxtlbGF5CibL9Y8IBksxrlAgOoxDSnO7Nrt99ojj5hXrRrWxe7wiCPchDULq_6ZGP_yNS-qsVFv_wUXykTEea21ZJMQnGSJ6_8ZTItBpB2Gm6HOEGYqtVtiFk7UyS-Q7zMrKs4wLayxFwxyg4AMQ&reqid=RzQ4mU4aSx5GTpnA&type=CLICK&pos=24,4
https://tiki.vn/tai-nghe-nhet-tai-co-day-jack-3-5mm-remax-rm-512-new-package-hang-chinh-hang-p110850007.html?spid=110850010,4
https://tiki.vn/baseus-lv106-b01-dau-chuyen-otg-usb-type-c-sang-usb-chinh-hang-baseus-p54889765.html?spid=130772699,4
https://tiki.vn/loa-bluetooth-hxsj-v6-ban-mo-rong-ho-tro-ket-noi-bluetooth-5-0-the-nho-usb-cong-suat-2-loa-10w-nhieu-mau-sac-hang-chinh-hang-p127695415.html?spid=127695417,4
https://tka.tiki.vn/pixel/pixel?data=RFWsBQfzQr3Q7xyQuiYf_91TFtLfa4ezac46SKDSNuJmjZhfG8p1m-wd8hqGWBtqetGtLGs8xqtVs1oA3gDrgjMFsLG-gTsRcDuwiXRDtSNIP9mQOii_EUUhSNc5RdtSbvzF1ob4Gk_S8DjDf-R-clnz7E2VjXu3DV3t4Z6nK6myMTYUwDrslfRut2DGDnDRyXfw93_G1gyjHz_iudAolC4Zy0M3Ki7cqSADKxpBzuWIyyIFRd0LJecWuM48G3txCU1kbOvVNNh3WH76z5sAkTRfTLrpb7TdJVAPTxUqxl_S0n3CYGHBm49J9qlpwS4x1a4P7Fm9D93p2Zbwj-PlrePs4SBI3rPZFSbga8GvzmyGsDdvuRPigaVT8_IUKuiJ3Nxv3nswYt8dD17Nc2xZFxSPHSXKr4M4RpaWELZcHGt1qDrN4Nt-8VnyGcxZ05zTzcHQpMClMkK0ywayTqmtFYi9SSLvIoetdN41KAElSdPbVCUsAS04e6RQuwhU6y-jGfQFCdxwtdRYzwCqx97HJHyMtqM_DtP4OLv80K2TXeJ1iAJq9IgOOLP6Q8sAIDZ0J_596QWZPv6ivo5vdDdTxl3zIfwA8BmpufYTWMquOovBpPSMg_4aroANX7pY0umQJkFT931xETL9dxACy7NCupI-caJyUJKZOjYbgaVMz4SXqPQsrPEDuIzCErFh2ql84TY6K62QiZWvnJuRRp4IzSg_ZMiMWP8Qcg2LXbsQiqkdVuafbDx3nGv7qjXrRz-WSN-DYW1kv3q4dNIyHAxnrYhpQeDBhgIl4UMm-uMxY94PyzJs-r10KpraWfhkG7QpUQ2ovSbLGwhAUKmkki6494C--Qz_yVPx4yNu-qC5l9c4CsPLQn3f3FVCMe7oNtJ4NEcxowphkDdTMNVNHKq3otCrjEh1ybLgPzLby3-AUQXkJrbZP-BtcA1mICvj9BjEHS6Zly4D-AATptFVLrPLG49zjCTZZBa6Slklbd7o3Ub_98NNvO-TxN92IKWhdo7OX1E9fTYZV1XZtiM8tv--_iJ38pyKO3MlCjzWMarYLIH1Y_Hmtva_t4cbl3L-0Moe5S0mgKBX201zWqjh_t4N-EFMv_aqHiFyKCq3Ra0Qx8wDnKtUIe3PD1puZAIQYg4pa2YqtslWlbsKFdoZ3mV4I282Mc9ASkOw7aSQu5W5fldTiMCim4EhDaGd8H1wgTy9U5ENDlC46LveAX-3Hncj42LPNdqszE_cCHbdBibyKw3FIyWqddaShHkfMLtYavHsLypijgXuIy-v_-7ld94nokJhYt8ZZnAkXC8epM2ZBoutug_YDr_PSupeLfFwQagNaQGwIJbifPQNzTGTXIaz5lcZiuZtFUjxEV-FFOd_8pX8G-cNAccbm6TE7VnvCw&reqid=RzQ4mU4aSx5GTpnA&type=CLICK&pos=22,4
https://tiki.vn/loi-loc-ppcf-pureit-lavita-nong-thong-minh-diy-hang-chinh-hang-p126863127.html?spid=160561886,5
https://tiki.vn/noi-ap-suat-elmich-pce-1805-dung-tich-2-5l-hang-chinh-hang-p275515112.html?spid=273383513,5
https://tka.tiki.vn/pixel/pixel?data=-BHYSNZBH7t9wDErwElCgdiI4z3Y0l3engI6R6OSG_iJYNEGx6NKOO9SnoFY43J5hhyziS6oj5GtgYn98LMSoA_Az84P0B87tonZegkq085NhVwTDjLqibLftX0k2VItdWyO6NugAkjqaWyk5Z8jSgpLkWk_7A-Xo2id6HKY9hUsCtZCBEIeUHiUpw72u2afDYGwus2Whxbo8EEWwdyBPGja9miwc1tYVWqht4huPu0KH7WOHr_ZaKeiqwnVy8wFZkW_iccNmaCRj4hGidNCjpNz_JJDXBJg-78E50OvlzfDo5CL-UBCPBXRNwPe2HejeG9nWK9krvR1UnETEFsuKbI0XDMsdVse1eSEkP1Cl26mx-8ZP724HmqHZq5wt859Myv2NBfb-Q5nF-bRulbuNUrLzk38YoMwiobkXPNyw5KRt8lmL0sju1er42U-QvkNHUxpfyp0e2LloLy38W5Z2Y5Csb1s2_xTX26kd99vUb-mSvsKlWTwJ9ve7PlXw1dcRxSFKndP2ccE19C2e6dgPLEepFugOFaW-9Z0czshX0lbgnCwYOFMx6fHJccr5VU8PZa81otb3qExK8UJWc4xQI9eal3eGRITcobmd85jEZD3_7ZibvQXbYNE2jmdH7ZiPZZy8hczCR9qNd7SoWLaSOlXUuT-4uYwNCRzMfF2CR9o8vWlZoH2IrIy4v4OK1kSVrZ_WB9n5L1QoA9h9uz1kxklHMjPrsA17AIlklIyIcoPIfGrK7cjjLyM1DRC-JcQbiwo4_VHlPs52YJjniVxVa0guEUAe0Pa7JWd7dZZ_Vsz204-NsOaVV0Imn9rxTxiOvukosMauIP1KEhH2Yny1fdiJ2bjFhmZERXMZ5b5MUy6XiqFZiZ3UyjJ1hLSWT2WNfDe4CCzd39HoAW-vzSHiftxSdUORNHNGArdyD7sGaz021W8G-bSv7u2kC2QajboTy-TRXNOq9F3zSj4gsl3ed8kOGpCm930nEMAwDoptKbRqRMZd8Bwt15TjUp1FB8vj0zb-AnmiBVQyWW22B9HGZCMR8XPOn-jl2ubCoi1p2lZuW8k0RRp271U7c0I0wIHmrLl0ylaDWyYXVNC3ZWWuIbSOPAPzwRf4nWjcyj_pmqr3OFTBpc3bC-BZfrqB5bKUF110ekWk0WUVBFA7-UImqUyxIYo8xPGp8TcT4pbwTrX51-D-eQH4OSkvD_HAMRLrKlKVsBNJflCaBboEMUeU-vr2SfoID3OP_2ak0cVL9pq_krKGy_4G0mPOc97DRSf0xc2cxaV0sKtIVu_ZdYH1A&reqid=lTAN0dyJ9D1cGo8r&type=CLICK&pos=3,5
https://tiki.vn/quat-tuan-hoan-khong-khi-elmich-cfe-8787-p275522847.html?spid=275522849,5
https://tka.tiki.vn/pixel/pixel?data=Uol9q7ix3ooLpi2oCIo7jYj0hGi3OuiuM1PagCZ387iX96Io9QaThCvDmusVjJVfWD_4YlWq9ZSZ6Q45NPaRrousKXJu9NMQztP_0ClC53cuYT8Gx4vcd3YyS7G-d815PnAYSiUpvKHoOGu256ckccAl8W9jOEpfPyKMn4zP1wWuRZ6m-gFUnxbiKul9UvFbVUSayhlfRdJHTNl7EdO3pZKcYqN9BxgZELtmtXo2yhnd_h385EkKtyGZjSSDPq-pyWgi1i12xgQ2AYC8zlD8IxDnCbKyhuNmNKkFPvGMAJvdGW4YAAOVV3sfVrzxRVsuBhFEercGCgMx-PpnEt309G0ZWxKSbtQiz3SB3y8geI9F9fwi_v80R4qwY6rQh3nPSpuKswRCyKASrX4VXEP3CzStjywTAk7c3fDgiVyATJOXwkPbOjZyoB42Uv3wLqYoV2s8XIeeJ8ON0vpxdRBPOZdh4EH1HBL17vi5mL-mvrFpZJ3_oUjGeJVgeRxetj_oI5XUJ8tMW3Z3PAjfxi8uqpZL8K1V_m27LS6nVaAIWw9UdXN9Eom2CXnAXWaKoXYrmrY9DGoJZn2yeoByKCK42SUZnjcD5XQSAl0GGNZJ9N356OEbImo6MI9NaBLulwUklGIa-wKH4Ej9Oh44PsbM0BrksBYDD_F6g9QlLcVH8j9GnEs5uf3ufcyhJMKK3PaQvqzkj5Ii9-7diBrooybdnrz8EqC1KzGRDkYjbwuhCedrqbedKb02YvPivR5z1xs6QfMiNBzVqcj6cdkErKBL03ZPNgSdqS2zL7IYe6S9F5tlkHIoWffOfz_WBI_fQ-TTRu3tAOuTjsCBMPgBR0rcL-KgowMa8evXDApKgVMMQFpoIKepK_GcxSR4jtsgs4ooMDCeyyor7BQNJdDV8ybVsZbrVMGB8Kyc3RXSKvPkD8jUzmj4tcGUv0wQQ2bI1wUU9vBUIJz_qHRMYi-AZVefPyHCacALRp0QAoBrs4y-NO2ejKTrqP2finla9mOWmW671jDtSLud5fo4NVg_bJzovSu7vhz7YReCie30BrRo15yEwp5eL4jH1zoXOTkhKheWVaNx4F0NCb6XFGRlnfPciOLqTCop5NyzMz_1fhqCW0ATgLH92Q6t3z7RRs3BOx_MbxZUnX_U8ScX8rD5Aeo5aipgYuoBi8AoKhebelc60dmXaYgPNSZImMv150bYA7ij9_080HhtTlOqZrIxzLgKT-LfTj1eSJZhbWL6NFv82Pq0XQCXzl6cEi800hu_&reqid=lTAN0dyJ9D1cGo8r&type=CLICK&pos=24,5
https://tka.tiki.vn/pixel/pixel?data=KgzfmKYJfwAQBz5ow9yhRNrcpwbz1ATuu5fVRicXrGLf_51O0ivvuPdQq56lljNbpgvNoHGVQo-bNoKGY_rDF-dHVkC5g-LuSQ90gDxwUduXnIttaI32DOv4W183WFArQT743I_CVeNlqtnz2Mndf0BK2EqV5O8P3kQF8wDe3mFGaKkWE9ZDmKxZpOV2Za-Qmj3QSJgR98T08-fkYGNvAqR5t5APonY6N9ZPLUDpAkVr8TjwrS913t24S5IQlL6ARqBEl1U0fRl6iomEfiWhqMJSDHU1O4van3_Cmw9B_veQyWcC_s1y2XTQwZW1lDyENmCPVjM4D0xdwibnY0dAnp4dLTAkaRnxQEQ_VN6YRYdG1guBMUpqlY4BQWJxxQhY68A4-w4kvytxbNT9lMH76c4fO4CQf1-3_LPv0GVz6CAK6wkAcF3zvVrFVybzRF9rbGeQf_-u24PX17nwuNcPM-aV0tdeAvkYSgG1fRQHKkRmdbx5s44xOQ3ptTYPxb7iVnZh9SzhLqW6-cVPtPc13_JfiAhA3krYQRZNfsDqoAlkr-2saa3LWtpX-2oz1Rbh2QuDGahBUn7NjXVR3gGkrflEIZj9JVSa7TT-rIK9YWSYzc4wHJB6hFsD7mBY-jIH1JZhg_9a8O5Qtk8V0DtGzZJemt9nzwiqrmtE2qSbb6UYCFMXBxo5skcGthysy83wjJPuk-HJ8QyX-w4DHVgkqHM235cIvAMnVP9FIqJe-zYCHmG3RJnqS57nfs3ibsSoninb3_iPTS6VxxC9Sa9-2uLGx29P8F7AZ_JHMf4AsFSN9H7V_oL4EVeZ-hRLL_FH9gAf9-sFJDWRIKHKK3p6r3tbaWgWZBecnvYe787YE3AkrLviC1rZSu5Q99F83c0H-NDoKfQEugXh7-QoX0GubI5FF3gdhtNj76IUeDdRwiflvIv6SXUdYAuX2UhgIkWOYXJlXtc_9tPI27da1SA17Pkv2XwzjAiSPOtBADtAafr6VaplVmlfQrL31eXxWQ_MTLOYrB21jsGXIKTpumcfiz1VH4iIdvq-rSi_M33B7mgMF0FVbKm6Tyx6JOeIVVCJVr-D0eR2WVI1MtYhK4xUHDdv2mS829AVoQ0PIvpcP9jv7bGRdGlB7awI-LqKsu8FAinsQyvlb7ZXJDzLk5Rh0ozdvz0OOI7EV65CYEOJaOXe8uwOFj-wNhj15LAFdWsXgRnfDVSMCrocirzhXwEW0ytAQv7VYQl1pgQUPbK4sBW7ZMJE7AswRxUrMSObvMr60IlJBv1iBEKj8ofMRv73e1xLWQMbtwTIrtgdreRSM9lZTJcp9iNTiIn0xZDKMRJUJ1G--REgUqtvjW4Yhk1ZvgiYUBt24DBiyr-2HMM7kXFfCeibZ5tqj843CDEXo8CDMX_uiQVgb4c2ld9BKN9NLcLXM1IEO1RQmAERrUSslk4xQrJKkZaBcH2OWlEC0Hc45Y8AyixuhmHDowwtcA7A9NcSJfOGQInxAmRfgog89zLEKt8qhfKz1jPzQKnXGSPqFBO2R4tiY6Pg6b4f_xSUrPJUScVtidiE&reqid=kZTPf0hJDKYqy05c&type=CLICK&pos=3,6
